id,fullname,shortname,ttl,region,country,practicearea,productline,netcommitment,status,processingtype,approvalfy,closingfy
P105881,Sustainable Management of Fish Resources,SN-Sustainable Mgt of Fish Resources,John Virdin,Africa,Senegal,Agriculture and Food,,3.5,Closed,,2009,2012
P114274,,SA Reg Food Conference,Johannes Georges Pius Jansen,South Asia,South Asia,Agriculture and Food,,null,Closed,,2009,
P113156,,ETHIOPIA GLOBAL FOOD CRISIS RESPONSE PRO,Achim Fock,Africa,Ethiopia,Agriculture and Food,,250,Closed,,2009,2011
P115037,Extensive  Livestock Systems in Carbon Trading Mechanisms,Ext. Livestock  System in Carbon Trading,Abel Lufafa,Other,World,Agriculture and Food,,0.4,Closed,,2009,2010
P112684,Forum for Agricultural Research in Africa (FARA) Trust Fund,FARA Trust Fund,"Abdoulaye Toure, Azeb Fissha Mekonnen",Africa,Western Africa,Agriculture and Food,,50,Closed,,2009,2019
P110573,WDR08 Mainstreaming and Operationalization the Main Messages in LCR,rationalizing WDR08 messages for LCR,Wilhelmus Gerardus Janssen,Latin America And Caribbean,Latin America,Agriculture and Food,,null,Closed,,2009,
P096556,Eco-Farming Project,CN-Eco-Farming,Wendao Cao,East Asia And Pacific,China,Agriculture and Food,,120,Closed,,2009,2014
P114965,Policy Note on Food Safety in China,Policy Note on Food Safety in China,Sari K. Soderstrom,East Asia And Pacific,China,Agriculture and Food,,null,Closed,,2009,
P109927,LCR Avian Flu Learning and Knowledge Sharing,LCR AVIAN FLU LEARNING AND KNOWLEDGE,Indira Janaki Ekanayake,Latin America And Caribbean,Latin America,Agriculture and Food,,null,Closed,,2009,
P104752,Paraíba Second Rural Poverty Reduction,BR Paraiba 2nd Rural Pov Reduction,David Tuchschneider,Latin America And Caribbean,Brazil,Agriculture and Food,,20.9,Closed,,2009,2014
P088887,Irrigation & Watershed Management Project - GEF,MG-GEF Irrigation & Watershed Prj (FY09),Ziva Razafintsalama,Africa,Madagascar,Agriculture and Food,,5.9,Closed,,2009,2014
P112579,Feasibility Impact Study of an SMS-based Market News Service for Indian Farmers,IN:ISMS-based Market NewsServiceforIndia,Grahame Dixie,South Asia,India,Agriculture and Food,,null,Closed,,2009,
P113374,Benin:  Emergency Food Security Support Project,BJ - Emergency Food Security Support Pr.,Erick Herman Abiassi,Africa,Benin,Agriculture and Food,,9,Closed,,2009,2011
P111984,Rural Development Support Project Additional Financing,MG:Rural Dev SupProj AdditionalFinancing,Michael Morris,Africa,Madagascar,Agriculture and Food,,30,Closed,,2009,
P105302,Determination of successful agricultural lending practices utilizing innovative credit and risk management instruments,Lending for agriculture,Renate Kloppinger Todd,Other,World,Agriculture and Food,,null,Closed,,2009,
P100892,Comparative Analysis of Cotton Sector Reforms in SSA,3A-Comp. Anal. of Cotton Sector Reform,Stephen D. Mink,Africa,Africa,Agriculture and Food,,null,Closed,,2009,
P113586,Southern Sudan Emergency Food Crisis Response Project,S. Sudan Emerg. Food Crisis Res. P,Melissa Williams,Africa,South Sudan,Agriculture and Food,,0,Closed,,2009,2018
P114912,NP Irrigation & Water Resources Management Supplemental,NP:Irrigation &Wtr Res Mgmt Supplemental,Purna Bahadur Chhetri,South Asia,Nepal,Agriculture and Food,,14.3,Active,,2009,
P114893,Low-Cost Housing: Waste Rice Straw Construction Panels,DM2008 # 5706,Drew von Glahn,East Asia And Pacific,Vietnam,Agriculture and Food,,0.2,Closed,,2009,2012
P110255,ARD input into DM08 on Sustainable Agriculture for Development,ARD input to DM08,Fionna Douglas,Other,World,Agriculture and Food,,null,Closed,,2009,
P106684,AR PROSAP2 - Second Provincial Agricultural Development,AR PROSAP2 2nd Prov Agric Dev,David Tuchschneider,Latin America And Caribbean,Argentina,Agriculture and Food,,300,Closed,,2009,2017
P110614,Sergipe State Integrated Project: Rural Poverty,BR: Sergipe State Int. Proj.: Rural Pov,Maria de Fatima de Sousa Amazonas,Latin America And Caribbean,Brazil,Agriculture and Food,,20.8,Closed,,2009,2012
P108885,VN - Agriculture Competitiveness Project,VN - Agriculture Competitiveness Project,Steven M. Jaffee,East Asia And Pacific,Vietnam,Agriculture and Food,,59.8,Closed,,2009,2014
P113468,Guinea Bissau--Food Price Crisis Response Program,GW Emergency Food Security Support Proj,Aniceto Timoteo Bila,Africa,Guinea-Bissau,Agriculture and Food,,5,Closed,,2009,2014
P113268,Emergency Agricultural Productivity Support Project,GN: Agric. Productivity Support Project,Jane C. Hopkins,Africa,Guinea,Agriculture and Food,,5,Closed,,2009,2012
P113218,,SO Rapid Response Rehab of Rural Livel,Berhane Manna,Africa,Somalia,Agriculture and Food,,7,Closed,,2009,2011
P093777,Water Sector Investment Planning Study,Water Sector Investment Planning Study,Dilshod Khidirov,Europe And Central Asia,Uzbekistan,Agriculture and Food,,null,Closed,,2009,
P107841,Integrated Ecosystems Management in Niger (APL phase 2),NE Community Action Program GEF (SIP),Amadou Alassane,Africa,Niger,Agriculture and Food,,4.68,Closed,,2009,2013
P113222,Niger : Emergency Food Security Support Project,NE:Emergency Food Security Support Proj,El Hadj Adama Toure,Africa,Niger,Agriculture and Food,,7,Closed,,2009,2010
P093699,AO-Market Oriented Smallholder Agriculture Project,AO-Market Oriented Smallholder Agr,Aniceto Timoteo Bila,Africa,Angola,Agriculture and Food,,30,Closed,,2009,2016
P093478,Orissa Rural Livelihoods Project,IN: Orissa Rural Livelihoods Project,Samik Sundar Das,South Asia,India,Agriculture and Food,,82.4,Closed,,2009,2015
P112600,AFCC2-RI-Association for Strengthening Agricultural Research in Eastern and Central Africa (ASARECA) Trust Fund,3E:ASARECA Trust Fund,Bremala Malli,Africa,Africa,Agriculture and Food,,50,Closed,,2009,2019
P111667,AVIAN INFLUENZA CONTROL AND HUMAN INFLUENZA EMERGENCY PREPARDNESS AND CONTROL,HT Avian Human Influenza Emergency,Diego Arias Carballo,Latin America And Caribbean,Haiti,Agriculture and Food,,1.56,Closed,,2009,2012
P110004,Ghana - Food Safety Action Plan Preparation,GH-Food Safety Action Plan (FY08),Dante Ariel Mossi Reyes,Africa,Ghana,Agriculture and Food,,null,Closed,,2009,
P096572,THIRD NATIONAL  FADAMA  DEVELOPMENT  PROJECT  (FADAMA III),NG-Fadama Development-III SIL (FY08),Adetunji A. Oredipe,Africa,Nigeria,Agriculture and Food,,250,Closed,,2009,2020
P112691,Innovations Systems Workshop,Innovations Systems Workshop,Eija Pehu,Africa,Africa,Agriculture and Food,,null,Closed,,2008,
P108646,Rice Policy Dialogue,ID - Rice Policy Dialogue,Shobha Shetty,East Asia And Pacific,Indonesia,Agriculture and Food,,null,Closed,,2008,
P108567,Trade + Standards Practitioners Network,Trade + Standards Practitioners Network,Steven M. Jaffee,Other,World,Agriculture and Food,,null,Closed,,2008,
P107716,,TH-CF-Livestock Waste Management Project,Jiang Ru,East Asia And Pacific,Thailand,Agriculture and Food,,0,Closed,,2008,2018
P107391,Donor Cordination/GDPRD FY08,Donor Cordination/GDPRD FY08,Christopher L. Delgado,Other,World,Agriculture and Food,,null,Closed,,2008,
P107151,,ZA-2 Land Reform (FY08),Rogier J. E. van den Brink,Africa,South Africa,Agriculture and Food,,null,Closed,,2008,
P104417,Value Chain Competitiveness,CM-Value Chain Competitiveness (FY08),Ousmane Seck,Africa,Cameroon,Agriculture and Food,,null,Closed,,2008,
P102131,,VN Land Policy Stocktaking,Nguyen The Dung,East Asia And Pacific,Vietnam,Agriculture and Food,,null,Closed,,2008,
P094122,Stimulating the rural economy: investment climate for non-farm entreprises in Benin,BJ-Rural ICA (FY08),Patrick Verissimo,Africa,Benin,Agriculture and Food,,null,Closed,,2008,
P087458,"WWF Partnership on Trade Liberalization, Rural Poverty, and the Environment",World Wildlife Partnership,John D. Nash,Other,World,Agriculture and Food,,null,Closed,,2008,
P112414,COMPETITIVENESS OF BIO-ENERGY PRODUCTION IN UKRAINE,COMPETITIVENESS OF BIO-ENERGY PRODUCTION,Matthias Grueninger,Europe And Central Asia,Ukraine,Agriculture and Food,,null,Closed,,2008,
P112413,UA'S RESPONSE TO THE GLOBAL FOOD CRISIS,UKRAINE'S RESPONSE TO GLOBAL FOOD CRISIS,Matthias Grueninger,Europe And Central Asia,Ukraine,Agriculture and Food,,null,Closed,,2008,
P111489,The Rent Drain,The Rent Drain,Kieran Kelleher,Other,World,Agriculture and Food,,null,Closed,,2008,
P108968,IMPACT OF FREE TRADE WITH THE EU ON THE AGRICULTURE SECTOR,IMPACT OF FREE TRADE WITH THE EU ON THE,Matthias Grueninger,Europe And Central Asia,Ukraine,Agriculture and Food,,null,Closed,,2008,
P107917,The Rural Investment Climate: Analysis and Findings,Enterprise Perform. & Spatial Difference,John Lamb,Other,World,Agriculture and Food,,null,Closed,,2008,
P103339,Gender in Agricultural Livelihoods Sourcebook,Gender in Ag Livelihoods Sourcebook,Eija Pehu,Other,World,Agriculture and Food,,null,Closed,,2008,
P090737,,VN Water Resources Sector Review,Cuong Hung Pham,East Asia And Pacific,Vietnam,Agriculture and Food,,null,Closed,,2008,
P104102,Managing Livestock Externalities,Managing Livestock Ext.,James Wilson Smith,Other,World,Agriculture and Food,,null,Closed,,2008,
P099611,Fisheries Sector Management and Policy Review,Fisheries Sector,Grant Milne,South Asia,India,Agriculture and Food,,null,Closed,,2008,
P106671,Agriculture Development Program SLM,MW-Agriculture Development GEF (SIP),Olivier Durand,Africa,Malawi,Agriculture and Food,,5.8,Closed,,2008,2014
P105256,Agricultural Development Programme Support Project SIL (FY08),MW - Agric  Dev  Prog Support Project,Valens Mwumvaneza,Africa,Malawi,Agriculture and Food,,32,Closed,,2008,2017
P105176,Second Rural Sector Support,RW-Rural Sector Supt APL2 (FY08),Mark A. Austin,Africa,Rwanda,Agriculture and Food,,35,Closed,,2008,2013
P101202,Rural Development Lagging Regions,RURAL DEV LAGG REGIONS,Keith W. McLean,Europe And Central Asia,Latvia,Agriculture and Food,,null,Closed,,2008,
P096650,CN-Study on Economic Value of Water,CN-Study on Economic Value of Water,Liping Jiang,East Asia And Pacific,China,Agriculture and Food,,null,Closed,,2008,
P111033,Rural Dev Strategy VN,VN Rural Dev Strategy,Nguyen The Dung,East Asia And Pacific,Vietnam,Agriculture and Food,,null,Closed,,2008,
P100666,Mekong Water Resources Partnership Program MWARP,Mekong Water Resources Partnership Prgrm,Manida Unkulvasapaul,East Asia And Pacific,Mekong,Agriculture and Food,,null,Closed,,2008,
P108944,Bangladesh: Methodology for Inclusive Participation and Growth,BD:Methodology forInclusiveParticipation,Melissa Williams,South Asia,Bangladesh,Agriculture and Food,,null,Closed,,2008,
P110940,BI- Agriculture Rehabilitation & Sustanaible Land Management Supplement Project,BI PRASAB Supplement,Bleoue Nicaise Ehoue,Africa,Burundi,Agriculture and Food,,15,Closed,,2008,
P110207,Preparedness and Control of Avian Influenza,UG-Program for Ctrl of Avian Influenza,Abel Lufafa,Africa,Uganda,Agriculture and Food,,10,Closed,,2008,2014
P101607,,LA-Upland Livelihood Typology and ICA,Ulrich K. H. M. Schmitt,East Asia And Pacific,Lao People's Democratic Republic,Agriculture and Food,,null,Closed,,2008,
P101209,Honduras Rural Competitiveness Project,HN Rural Competitiveness Project,"Augusto Garcia, Ramon Ernesto Arias Moncada",Latin America And Caribbean,Honduras,Agriculture and Food,,30,Active,,2008,2021
P087716,LA-Khammouane Development Project,LA-Khammouane Development Project,"Sybounheung Phandanouvong, Sergiy Zorya",East Asia And Pacific,Lao People's Democratic Republic,Agriculture and Food,,9,Closed,,2008,2016
P111607,Response to Rising Food Prices,3A-Response to Rising Food Prices (FY08),Tijan M. Sallah,Africa,Africa,Agriculture and Food,,null,Closed,,2008,
P110712,Sustainable Management of Agricultural Research and Technology Dissemination - Strategic Framework,ID-Sustainable Mgmt of Agric. Research,Shobha Shetty,East Asia And Pacific,Indonesia,Agriculture and Food,,null,Closed,,2008,
P106998,Donor Cordination for Rural Portfolio Quality,FY08 Donor Cordination - Portfolio QA,Nadim Khouri,Other,World,Agriculture and Food,,null,Closed,,2008,
P112186,Agricultural Investments and Services Project - Additional Financing,AISP - AF,Brian G. Bedard,Europe And Central Asia,Kyrgyz Republic,Agriculture and Food,,4,Closed,,2008,
P112157,EMERGENCY FOOD SECURITY AND SEED IMPORTS PROJECT,FOOD SECURITY AND SEED IMPORTS,Bobojon Yatimov,Europe And Central Asia,Tajikistan,Agriculture and Food,,5,Closed,,2008,2013
P105567,,Study on Biotechnology/safty in the Bank,Eija Pehu,Other,World,Agriculture and Food,,null,Closed,,2008,
P109126,Rural Enterprise Support Project Phase II,RURAL ENTERPRISE SUPPORT PROJECT II,Dilshod Khidirov,Europe And Central Asia,Uzbekistan,Agriculture and Food,,67.96,Closed,,2008,2017
P111570,COMESA Technical Assistance and Capacity: Africa Agricultural Market Program,COMESA Technical Assistance and Capacity,Alex Mwanakasale,Africa,Africa,Agriculture and Food,,2.25,Closed,,2008,2012
P103098,Mauritania Fisheries Sector ESW,MR-Fisheries Sector (FY08),John Virdin,Africa,Mauritania,Agriculture and Food,,null,Closed,,2008,
P102675,Ghana Agriculture DPL,GH-Agriculture DPL,Jan Joost Nijhoff,Africa,Ghana,Agriculture and Food,,25,Closed,,2008,2009
P111306,Tracking results in agriculture and rural development in less-than-ideal conditions,Core ARD Indicators,Sanjiva Cooke,Other,World,Agriculture and Food,,null,Closed,,2008,
P111980,GPP for Global Food Crisis Response Program,GPP GFCResponse Program,Christopher L. Delgado,Other,World,Agriculture and Food,,null,Active,,2008,
P108932,Pastoral Community Development Project II,ET-Pastoral Community Develpt  II (FY08),Assaye Legesse,Africa,Ethiopia,Agriculture and Food,,80,Closed,,2008,2014
P105951,Uganda Public Expenditure Review for Sustainable Land Management,UG-SLM PER (FY08),Johannes Woelcke,Africa,Uganda,Agriculture and Food,,null,Closed,,2008,
P100916,Vietnam Third Rural Finance Project,VN-Third Rural Finance Project,Harideep Singh,East Asia And Pacific,Vietnam,Agriculture and Food,,200,Closed,,2008,2014
P108487,Natural Resources Management and Forestry,KH - NRM and Forestry,Peter Jipp,East Asia And Pacific,Cambodia,Agriculture and Food,,null,Closed,,2008,
P106073,The Footprint of the Fleets,The Footprint of the Fleets,Kieran Kelleher,Other,World,Agriculture and Food,,null,Closed,,2008,
P106072,Small-scale fisheries toolkit,Small-Scale Fisheries Toolkit,Kieran Kelleher,Other,World,Agriculture and Food,,null,Closed,,2008,
P084787,Land Allocation for Social and Economic Development,KH-Land Allocation for Soc.and Eco. Dev.,Mudita Chamroeun,East Asia And Pacific,Cambodia,Agriculture and Food,,11.5,Closed,,2008,2015
P102628,AFR: Agriculture and Rural Development,AFR: Agriculture and Rural Development,Alyson Kleine,Africa,Africa,Agriculture and Food,,null,Closed,,2008,
P110098,Regional Biosafety Communications,Regional Biosafety Communications,Svetlana Edmeades,Latin America And Caribbean,Latin America,Agriculture and Food,,0.9,Closed,,2008,2012
P102452,Nigeria Agriculture Public Expenditure Review,NG-Ag Public Expenditure Review (FY07),Michael Morris,Africa,Nigeria,Agriculture and Food,,null,Closed,,2008,
P109932,DO Emergency Recovery & Disaster Mgmt,DO Emergency Recovery & Disaster Mgmt,Remi Charles Andre Trier,Latin America And Caribbean,Dominican Republic,Agriculture and Food,,80,Closed,,2008,2017
P103864,Natural Resources Management Strategic Partnership Framework,KH - NRM Framework,Peter Jipp,East Asia And Pacific,Cambodia,Agriculture and Food,,null,Closed,,2008,
P105046,Hubei Eco-Farming Biogas Project,CN-CF-Hubei Eco-Farming Biogas,Xiaoyu Chang,East Asia And Pacific,China,Agriculture and Food,,0,Closed,,2008,2018
P096993,Agricultural Investments and Services Project,AISP,Peter Goodman,Europe And Central Asia,Kyrgyz Republic,Agriculture and Food,,9,Closed,,2008,2013
P111337,IDF- Afghanistan: Strengthening Results-Based Monitoring and Evaluation,AF: Strengthening Results-based M&E,Mir Ahmad Ahmad,South Asia,Afghanistan,Agriculture and Food,,0.32,Closed,,2008,2011
P111353,,AF: Capacity Bldg for Impact Evaluation,Elliot Wamboka Mghenyi,South Asia,Afghanistan,Agriculture and Food,,0.38,Closed,,2008,2012
P108906,NELSAP Regional Agricultural Trade and Productivity Project,3A:NEL Reg.Agric Trade&Productivity Proj,Sergiy Zorya,Africa,Eastern Africa,Agriculture and Food,,1,Closed,,2008,2010
P088271,Partnership - IAASTD,Partnership - IAASTD,Eija Pehu,Other,World,Agriculture and Food,,null,Closed,,2008,
P106415,Tunisia Avian Influenza Preparedness,TN-Avian Influenza Preparedness,Maurice Saade,Middle East And North Africa,Tunisia,Agriculture and Food,,0.6,Closed,,2008,2013
P111191,Afghanistan: Statistical Capacity Building,AF: Statistical Capacity Building,Elliot Wamboka Mghenyi,South Asia,Afghanistan,Agriculture and Food,,0.15,Closed,,2008,2011
P108565,Mainstreaming Standards Summary Report,Aflatoxin Standards and Trade,Steven M. Jaffee,Africa,Africa,Agriculture and Food,,null,Closed,,2008,
P107909,SPS Action Plans,SPS Action Planning,Steven M. Jaffee,Other,World,Agriculture and Food,,null,Closed,,2008,
P095169,Latin America: Multi-Country Capacity-Building for Compliance with the Cartagena Protocol on Biosafety,6L-Biosafety in Centers of Biodiversity,Svetlana Edmeades,Latin America And Caribbean,Latin America,Agriculture and Food,,4,Closed,,2008,2012
P100084,Avian and Human Influenza Control and Preparedness Emergency Project,KH-Avian Influenza Emergency Project,Mudita Chamroeun,East Asia And Pacific,Cambodia,Agriculture and Food,,6,Closed,,2008,2014
P110520,,SY-Agriculture Towards Social Market,Alexander Kremer,Middle East And North Africa,Syrian Arab Republic,Agriculture and Food,,null,Closed,,2008,
P111187,Dissemination workshop in IPR-Seed sector,Dissemination workshop in IPRSeed sector,Eija Pehu,Africa,Africa,Agriculture and Food,,null,Closed,,2008,
P110541,Trade Standards Practitioners Network,Trade Standards Practitioners Network,Marc Peter Sadler,Other,World,Agriculture and Food,,null,Closed,,2008,
P110242,GFP (Growing Forest Partnerships) Initiative - Phase II,GFP Initiative - Phase II,Peter A. Dewees,Other,World,Agriculture and Food,,null,Active,,2008,
P083997,Alto Solimoes Basic Services and Sustainable Development Project in Support of the Zona Franca Verde Program,BR (MST) AltoSolimoes Bsc Srvcs and Sust,Marianne Grosclaude,Latin America And Caribbean,Brazil,Agriculture and Food,,24.25,Closed,,2008,2014
P084078,National Agricultural Technology Project,BD:National Agricultural Technology Proj,Pushina Kunda Ng'andwe,South Asia,Bangladesh,Agriculture and Food,,62.6,Closed,,2008,2015
P109812,Romania NRDP Review and Revision,Romania National Rural Development Plan,Holger A. Kray,Europe And Central Asia,Romania,Agriculture and Food,,null,Closed,,2008,
P101546,Liberia Agricultural Sector Review,LR-Agriculture Sector Review (FY07),Paola Agostini,Africa,Liberia,Agriculture and Food,,null,Closed,,2008,
P088799,PY PRODERS Sustainable Agriculture & Rural Development,PY PRODERS - Sust. Agric. & Rur Dev. Prj,Maurizio Guadagni,Latin America And Caribbean,Paraguay,Agriculture and Food,,37.5,Active,,2008,2021
P109600,Afghanistan Rural Growth Program,AF Rural Growth Program,Kevin John Crockford,South Asia,Afghanistan,Agriculture and Food,,null,Closed,,2008,
P101273,,MX (SCL) Agricultural Trade,John D. Nash,Latin America And Caribbean,Mexico,Agriculture and Food,,null,Closed,,2008,
P101298,Second Participatory Rural Investment,BO Participatory Rural Investment II,David Tuchschneider,Latin America And Caribbean,Bolivia,Agriculture and Food,,20,Closed,,2008,2014
P096558,,Cambodia Agrarian Structure,Steven N. Schonberger,East Asia And Pacific,Cambodia,Agriculture and Food,,null,Closed,,2008,
P105362,FY07 Niger Avian Flu Component in the PAC CDD project  (additional financing),NE-Avian Flu Supplemental,El Hadj Adama Toure,Africa,Niger,Agriculture and Food,,4.5,Closed,,2008,
P079140,PNG-Smallholder Agriculture Development,PNG-Smallholder Agriculture Development,Kofi Nouve,East Asia And Pacific,Papua New Guinea,Agriculture and Food,,27.5,Closed,,2008,2014
P095686,Morocco Land Markets for Growth,MA-LAND MARKETS AND GROWTH,Najy Benhassine,Middle East And North Africa,Morocco,Agriculture and Food,,null,Closed,,2008,
P105860,Poverty Alleviation Fund II,NP: PAF II,"Mio Takada, Kamran Akbar",South Asia,Nepal,Agriculture and Food,,100,Closed,,2008,2019
P099296,NP Irrigation & Water Resources Management Project,NP: Irrig & Water Res Mgmt Proj,"Purna Bahadur Chhetri, Ahmed Shawky M. Abdel Ghany",South Asia,Nepal,Agriculture and Food,,50,Closed,,2008,2018
P100638,Complementing EU Support for Agricultural Restructuring Project (CESAR),CESAR,Gabriel Ionita,Europe And Central Asia,Romania,Agriculture and Food,,65,Closed,,2008,2015
P107894,Functional Foods,Functional Foods,Eija Pehu,Other,World,Agriculture and Food,,null,Closed,,2008,
P104786,SD - Support to Agriculture and Forestry Development Project (ERL),SD-Agriculture & Forestry Dev. ERL (FY07,Abel Lufafa,Africa,South Sudan,Agriculture and Food,,10,Closed,,2008,2013
P087925,Bolivia Land for Agricultural Development Project.,BO Land for Agricultural Dev,Enrique Pantoja,Latin America And Caribbean,Bolivia,Agriculture and Food,,15,Closed,,2008,2015
P105666,,DZ - Rural Development TA,Luis F. Constantino,Middle East And North Africa,Algeria,Agriculture and Food,,null,Closed,,2008,
P105076,Pakistan Poverty Alleviation Fund Project II Suppl Social Mobilization,PPAF-II Suppl Social Mobilization,Mohammad Imtiaz Akhtar Alvi,South Asia,Pakistan,Agriculture and Food,,75,Closed,,2008,
P090506,Agribusiness Opportunities & Constraints,Agribusiness Opport & Constraint,Mona Sur,South Asia,Bangladesh,Agriculture and Food,,null,Closed,,2008,
P096422,Pakistan/India Cotton Trade Policy and Poverty,PK/IN Cotton Trade Pol,Paul A. Dorosh,South Asia,Pakistan,Agriculture and Food,,null,Closed,,2008,
P101507,RGN Rural Poverty Reduction- Additional Financing,BR (AF)RGN RulPov Red,Maria de Fatima de Sousa Amazonas,Latin America And Caribbean,Brazil,Agriculture and Food,,22.5,Closed,,2008,
P040712,Water Management Improvement Project,BD: Water Management Improvement Project,Tahira Syed,South Asia,Bangladesh,Agriculture and Food,,102.26,Closed,,2008,2016
P107918,Web based database on RICs,Web based database on RICs,John Lamb,Other,World,Agriculture and Food,,null,Closed,,2008,
P101955,Improving Livestock Production and Marketing Project - A Pilot,SD-North Sudan Livestock (FY07),Stephane Forman,Africa,Sudan,Agriculture and Food,,8,Closed,,2008,2013
P098040,Market-Led Smallholder Development in the Zambezi Valley,MZ-GEF Mrkt Led Sm r Dev (FY07),Pedro Arlindo,Africa,Mozambique,Agriculture and Food,,6.2,Closed,,2008,2014
P104567,Second Rural Productive Partnerships Project,CO-Second Rural Productive Partnerships,Michael Morris,Latin America And Caribbean,Colombia,Agriculture and Food,,30,Closed,,2008,2015
P105649,Second Agricultural Research and Technology Additional Financing,UG-Agr Rsrch & Training (ARTP II),Madhur Gautam,Africa,Uganda,Agriculture and Food,,12,Closed,,2008,
P102446,AR Additional Financing Small Farmer Development Project (PROINDER),AR (AF) Small Farmer Dev,Renato Nardello,Latin America And Caribbean,Argentina,Agriculture and Food,,45,Closed,,2008,
P105300,"Community-based financial organizations, a viable alternative for rural finance",CBOS and access to finance,Renate Kloppinger Todd,Africa,Africa,Agriculture and Food,,null,Closed,,2007,
P103634,,ZM-Maize Market Policy Experiment (FY07),Lars Christian Moller,Africa,Zambia,Agriculture and Food,,null,Closed,,2007,
P102150,Ferghana Valley Water Resource Management,FERGHANA VALLEY - UZ,Mahwash Wasiq,Europe And Central Asia,Uzbekistan,Agriculture and Food,,null,Closed,,2007,
P101963,PH - PDF RD Working Group Coordination,PH - PDF RD Working Group Coordination,Carolina V. Figueroa-Geron,East Asia And Pacific,Philippines,Agriculture and Food,,null,Active,,2007,
P100224,Agriculture and Nutrition-Health Links,Agriculture and Nutrition-Health Links,Christopher L. Delgado,Other,World,Agriculture and Food,,null,Closed,,2007,
P099955,Sustainable Land Management (SLM),Sustainable Land Management (SLM),Erick C.M. Fernandes,Other,World,Agriculture and Food,,null,Closed,,2007,
P099037,Maldives Fisheries Outlook Study,Maldives Fisheries Outlook Study,Grant Milne,South Asia,Maldives,Agriculture and Food,,null,Closed,,2007,
P096253,Disaster Management Note,DISASTER MGMT NOTE,John W. Fraser Stewart,Europe And Central Asia,Moldova,Agriculture and Food,,null,Closed,,2007,
P087030,"Agricultural Trade & WTO, impact of OECD subsidies, impact on policy recommendations to developing countries",Agricultural Trade & WTO,John D. Nash,Other,World,Agriculture and Food,,null,Closed,,2007,
P084997,"External Partnership - GPRD, UN, BNPP",Rural Development - Global Platform Prtn,Christopher L. Delgado,Other,World,Agriculture and Food,,null,Closed,,2007,
P105707,Cordination with other agencies on porfolio quality issues,Donor Cordination - project quality FY07,Nadim Khouri,Other,World,Agriculture and Food,,null,Closed,,2007,
P105554,South Africa Rural and Land Reform Support,ZA-Rural and Land Reform (FY07),Rogier J. E. van den Brink,Africa,South Africa,Agriculture and Food,,null,Closed,,2007,
P105297,Rural Investment Climate Training Courses for Government officials,RIC Training Courses,Renate Kloppinger Todd,Africa,Africa,Agriculture and Food,,null,Closed,,2007,
P102125,Tanzania - Sub-national Growth,TZ-Sub National Growth (FY07),Francis Ato Brown,Africa,Tanzania,Agriculture and Food,,null,Closed,,2007,
P096627,Cambodia Support to Agricultural Policy and Strategy,KH Agricultural Policy and Strategy,Mudita Chamroeun,East Asia And Pacific,Cambodia,Agriculture and Food,,null,Closed,,2007,
P094340,SPS in transition economies,SPS in transition economies,John Lamb,Other,World,Agriculture and Food,,null,Closed,,2007,
P090527,Partnership - PROFISH,Partnership - PROFISH,Kieran Kelleher,Other,World,Agriculture and Food,,null,Closed,,2007,
P105569,,ARD note on scenario planning,Eija Pehu,South Asia,South Asia,Agriculture and Food,,null,Closed,,2007,
P105298,Case studies of networks of financial cooperatives - 7 publications,Case studies FCs,Renate Kloppinger Todd,Other,World,Agriculture and Food,,null,Closed,,2007,
P101212,Albania: Strategic Policies for a More Competitive Agriculture Sector,ACHIEVING SUSTAINABLE AG. GROWTH,Julian A. Lampietti,Europe And Central Asia,Albania,Agriculture and Food,,null,Closed,,2007,
P106055,Cape Verde - Fisheries Strategy Assessment,CV-Fisheries Strategy Assessment (FY07),Renato Nardello,Africa,Cabo Verde,Agriculture and Food,,null,Closed,,2007,
P095124,Land Policy and Land Administration,Land Administration,Edward C. Cook,South Asia,India,Agriculture and Food,,null,Closed,,2007,
P091147,GEF Program supporting the National Program for Environment and Natural Resources Management Project,PH-GEF-Nat. Prog. Suprt for Env & NRMP,Felizardo Jr K. Virtucio,East Asia And Pacific,Philippines,Agriculture and Food,,7,Closed,,2007,2014
P105056,Strengthening Results-Based M&E for the Rural Development Strategy,NE-IDF Results Based M&E (FY07),Amadou Alassane,Africa,Niger,Agriculture and Food,,0.48,Closed,,2007,2011
P101388,South Kordofan State Emergency Project,South Kordofan State Emergency  (FY07),Yousif Mubarak Elmahdi,Africa,Sudan,Agriculture and Food,,7.88,Closed,,2007,2012
P098993,Latvia TA Rural Development of Lagging Regions,RUR DEV LAGGING REGIONS,Keith W. McLean,Europe And Central Asia,Latvia,Agriculture and Food,,null,Closed,,2007,
P101213,Agriculture and Rural Development Project,AG & RURAL DEVT,Daniel P. Gerber,Europe And Central Asia,Bosnia and Herzegovina,Agriculture and Food,,21,Closed,,2007,2016
P101904,Horticultural Producers and Supermarket Development in Indonesia,Horticultural Prod. and Supermarket Devt,Shobha Shetty,East Asia And Pacific,Indonesia,Agriculture and Food,,null,Closed,,2007,
P090734,Khammouane Provincial Development Study,LA - Khammouane Provincial Dev.Study,Vachraras Pasuksuwan,East Asia And Pacific,Lao People's Democratic Republic,Agriculture and Food,,null,Closed,,2007,
P098441,Agricultural trade facilitation and export promotion in SSA,3A-Agr Trade Facilitation (FY07),Patrick Labaste,Africa,Africa,Agriculture and Food,,null,Closed,,2007,
